feature,score,p_value,feature_type
PLBD1,18.002106852138716,2.4084107779556264e-05,RNA
LPAR1,17.97514614032223,2.4421592605724856e-05,RNA
MIR181A1HG,17.96652031634926,2.45305697492808e-05,RNA
ABHD5,17.868993777831246,2.5797295741824107e-05,RNA
chr6.26204064.26206510,17.831033705165485,2.630796477834056e-05,ATAC
ARHGEF40,17.810772424763762,2.6584688881622653e-05,RNA
chr9.93056913.93062742,17.76333731479372,2.7244063719036787e-05,ATAC
LINC01934,17.748250541189275,2.7457210523997217e-05,RNA
chr21.33947480.33950533,17.66485986720385,2.8666011946763836e-05,ATAC
chr19.13829695.13845207,17.642332376881498,2.9001659205096043e-05,ATAC
CST3,17.582459819637382,2.9913088603961763e-05,RNA
chr4.139554853.139557699,17.579271529562313,2.996242429282821e-05,ATAC
chr3.196638860.196643983,17.543773230154137,3.0517291518050875e-05,ATAC
RNF24,17.460014448126344,3.186786974633722e-05,RNA
chr19.54206106.54211615,17.43327628553218,3.2311562154828475e-05,ATAC
AL157871.4,17.374363153720797,3.3311243026300825e-05,RNA
RPS21,17.33493050737407,3.3997708137507e-05,RNA
SCLT1,17.325095021067646,3.417113811052378e-05,RNA
ITGA6,17.29634335227707,3.468324449155733e-05,RNA
NELL2,17.209806459368966,3.627170196639005e-05,RNA
FGD6,17.195244291397533,3.654611552571706e-05,RNA
RPL41,17.178412379531146,3.686590683448946e-05,RNA
TREM1,17.01433207084198,4.0134815532361036e-05,RNA
chr1.155061112.155064554,17.01415360620448,4.0138525476532696e-05,ATAC
chr11.73140512.73143933,16.95732120010128,4.133770802514402e-05,ATAC
NKG7,16.904353871500547,4.248780698357599e-05,RNA
chr8.124997626.124999722,16.750477221894062,4.6015139232858755e-05,ATAC
IGHG2,16.736593140371372,4.63475651619125e-05,RNA
CD83,16.662085573680365,4.8173265467102715e-05,RNA
chr5.43037817.43043670,16.615787792172128,4.934404805051081e-05,ATAC
chr19.3274966.3276940,16.6102553454082,4.9485856928065126e-05,ATAC
LHFPL2,16.598980256496123,4.977613467843609e-05,RNA
TNFSF13B,16.586263068400108,5.0105598337087656e-05,RNA
chr11.102316560.102319663,16.567802766620062,5.058776161295111e-05,ATAC
CTSW,16.464618502736386,5.337020752694549e-05,RNA
chr6.14117043.14119111,16.451197722076383,5.374326597758266e-05,ATAC
FAR2,16.403319932497777,5.509566319390473e-05,RNA
chr1.30753506.30758397,16.360201531404723,5.634294662861564e-05,ATAC
AP003086.1,16.22172454910498,6.0544373720915646e-05,RNA
AC122697.1,16.17609774243056,6.199674511007922e-05,RNA
chr7.104940327.104945814,16.174847182927227,6.203704284870573e-05,ATAC
GPRIN3,16.13981257015832,6.317678111832195e-05,RNA
chr12.57212875.57218522,16.05450154363715,6.604114476153113e-05,ATAC
SOX5.AS1,16.0463201312703,6.632262576320186e-05,RNA
LRRC26,16.039080237052534,6.65727220297416e-05,RNA
LY86.AS1,15.880111752072658,7.231023302856918e-05,RNA
FAM198B.AS1,15.77665233659268,7.630952701574932e-05,RNA
SYT1,15.747467243995153,7.747749700513508e-05,RNA
chr1.2310334.2317034,15.72161969527019,7.852693808519466e-05,ATAC
chr2.8680881.8683727,15.71949208523984,7.86139571638418e-05,ATAC
GPR39,15.682234499347333,8.015364069399077e-05,RNA
BMP6,15.647013917625976,8.16370856232619e-05,RNA
TAFA1,15.60664621550135,8.337139155494758e-05,RNA
MYO1D,15.60012496108942,8.365502639357997e-05,RNA
SLC22A15,15.583423702566762,8.438587278749404e-05,RNA
chr6.157019232.157022516,15.563959463214985,8.524575287566371e-05,ATAC
ATP2B1.AS1,15.56128179466399,8.536473449237617e-05,RNA
GAB1,15.541300284620139,8.625791020828239e-05,RNA
chr8.38899688.38902627,15.525485403444517,8.697151136381414e-05,ATAC
UBA6.AS1,15.482311711440936,8.895004758663547e-05,RNA
AC009093.2,15.479800105019729,8.9066534643263e-05,RNA
chr10.110006859.110009157,15.47574639671816,8.925486810358932e-05,ATAC
chr10.8053124.8057563,15.468578922006833,8.958884873126056e-05,ATAC
chr9.133458579.133461514,15.404526911305418,9.262996300228102e-05,ATAC
LPCAT2,15.298851241495058,9.787656653341152e-05,RNA
chr6.33620017.33623289,15.284820008343514,9.859536699048728e-05,ATAC
SLC24A4,15.249609978559924,0.00010042265189501568,RNA
chr10.12348360.12351246,15.241636819176689,0.00010084115180831027,ATAC
MLLT3,15.208405341380896,0.00010260444854384436,RNA
LINC01550,15.18343938453589,0.0001039495916814446,RNA
JUN,15.134947810323052,0.00010661329946626838,RNA
MCOLN2,15.080779466344639,0.00010967032147231224,RNA
SOD2,15.055882116458662,0.0001111049201251637,RNA
chr1.202158948.202165902,15.042013813364294,0.00011191220988114112,ATAC
chr20.57708091.57711040,15.036512888738795,0.00011223406105155153,ATAC
GLUL,15.011109807409518,0.00011373250942654338,RNA
ARHGAP42,14.99918813831527,0.00011444267097069324,RNA
chr10.96831625.96833789,14.994724974353,0.00011470968598262022,ATAC
UBASH3B,14.921265543502145,0.00011919587988643253,RNA
RNF157,14.889188763716204,0.00012120992856290712,RNA
NRP1,14.804278150461665,0.00012670859022110746,RNA
MIR646HG,14.791720534438475,0.00012754288750169588,RNA
RRP12,14.781068911183148,0.0001282548968845917,RNA
AIF1,14.757295293162086,0.00012985854133247532,RNA
chr15.40104716.40109653,14.744942245312211,0.00013069978259303466,ATAC
S100A8,14.744326951838483,0.00013074182742988218,RNA
chr17.75587555.75591112,14.670365712381729,0.00013589650262487023,ATAC
NLRP12,14.668279539205363,0.00013604483256121074,RNA
chr11.68271056.68272888,14.6671961979612,0.00013612192410316864,ATAC
chr9.133990980.133994820,14.659542412718647,0.00013666783119227165,ATAC
COTL1,14.619772376320963,0.00013954018766186305,RNA
ST3GAL6,14.619674809345415,0.00013954730871606807,RNA
chr19.11089097.11093804,14.608591149570563,0.00014035865498765928,ATAC
CCDC138,14.593098014990748,0.00014150076487092438,RNA
chr11.1308621.1311621,14.512016591966564,0.00014763257534235056,ATAC
SHTN1,14.505318352612553,0.00014815096457566256,RNA
chr3.177196081.177199732,14.500587235479443,0.00014851822073684296,ATAC
FCER1G,14.493700979548024,0.00014905441290437492,RNA
chr6.41732377.41736126,14.488944931346078,0.00014942587808913912,ATAC
BCAR3,14.462408667567187,0.00015151566843033668,RNA
SAMD3,14.458320652156159,0.00015184021966741117,RNA
chr20.59004173.59008652,14.455575892314618,0.00015205852207131437,ATAC
NTNG1,14.430047042539686,0.00015410416958825572,RNA
AC109492.1,14.359771249524869,0.00015988000559257934,RNA
chr1.150558493.150564690,14.34466939076472,0.00016114943840248594,ATAC
COL24A1,14.343625354726731,0.000161237572935736,RNA
HCK,14.281847695528244,0.00016654018725928126,RNA
UBE2E2,14.247045154154785,0.00016960455449211475,RNA
chr4.185469529.185472179,14.099653939335179,0.00018322605538724325,ATAC
chr1.224182076.224184277,14.084567040077927,0.0001846812040118735,ATAC
MAL,14.009632374933714,0.00019208342859459605,RNA
CD86,13.99556639565188,0.00019350592611540245,RNA
RPS8,13.88643076180859,0.00020491035160583393,RNA
PPM1L,13.712528604848952,0.00022450185372694913,RNA
DNAJC5B,13.696780827621119,0.0002263667768550307,RNA
chr1.1066652.1070939,13.677339158846108,0.00022869073518985366,ATAC
RPL34,13.669836200135755,0.0002295940288415912,RNA
TMTC2,13.608496919775266,0.00023711517410092872,RNA
chr9.114397410.114399154,13.595787681748348,0.00023870437060144768,ATAC
LINC02432,13.57508668287217,0.00024131593457570914,RNA
chr4.77817589.77822277,13.570969906099831,0.0002418387213579561,ATAC
chr6.149480725.149485827,13.55133167597147,0.0002443483489784024,ATAC
chr8.60678027.60680791,13.511553679161004,0.0002495125672239493,ATAC
ITSN1,13.50175507772211,0.0002508015094665425,RNA
RPS27A,13.496514805788152,0.00025149359016073147,RNA
chr17.76514887.76516276,13.487682640622777,0.00025266441762073155,ATAC
chr19.6458893.6461104,13.473837943485552,0.00025451081231543584,ATAC
AL138828.1,13.437322560628646,0.0002594463026426633,RNA
NCALD,13.429111873482617,0.00026056931859040513,RNA
chr9.78029755.78033501,13.41046015481348,0.00026313868034613365,ATAC
chr4.2411929.2414447,13.391332576423947,0.00026580016943686255,ATAC
GK,13.230629062478904,0.00028926265323575106,RNA
CSF1R,13.211481193150867,0.0002921942452251433,RNA
IGSF6,13.140042990243751,0.00030339898829853727,RNA
chr7.100887051.100891367,13.127827080433775,0.0003053580008502686,ATAC
chr12.107760355.107762074,13.110966549715634,0.0003080828567417253,ATAC
chr17.58351642.58353906,13.051531581447525,0.00031788564678921177,ATAC
EFCAB11,13.04707875012969,0.00031863263150648,RNA
chr10.132393345.132402176,13.043904255869762,0.0003191662512145839,ATAC
E2F7,13.032016058801016,0.00032117264255816124,RNA
TRBC1,13.027401620716589,0.00032195485747889464,RNA
TIMP1,13.011688499681778,0.000324632925310634,RNA
SAMSN1,13.001888715679057,0.00032631453561152173,RNA
FAM13A,12.98783134606092,0.0003287421108808185,RNA
chr1.52551498.52554086,12.974628499053455,0.0003310387312753068,ATAC
LINC01340,12.970866384641413,0.0003316961093562367,RNA
chrX.40094269.40099960,12.928540055545016,0.00033918357604523696,ATAC
RPLP1,12.927055145815768,0.0003394493327208995,RNA
GRIK3,12.899388015813585,0.0003444396208183247,RNA
chr20.63552304.63556044,12.839833034273898,0.00035543446672525573,ATAC
CAV1,12.834476790083881,0.0003564405357787454,RNA
FHIT,12.8059880323232,0.0003618401637661473,RNA
SGMS2,12.713377478616566,0.0003799709515538323,RNA
chr13.112688364.112691773,12.705251846969022,0.0003816049070950686,ATAC
chr1.44799301.44811026,12.703197627567222,0.00038201910630304784,ATAC
chr11.67613413.67616568,12.690707751996678,0.00038454727937397816,ATAC
chr19.10601924.10605130,12.66456177272018,0.0003898945740609371,ATAC
chr11.65545726.65548111,12.645683736606461,0.0003938021117282393,ATAC
BTBD11,12.632010493981833,0.00039665700976429936,RNA
AC099560.1,12.535514027963318,0.00041740867900047393,RNA
TPX2,12.533861773485393,0.00041777339505250555,RNA
chr9.125745696.125748940,12.479687811406516,0.0004299117904061373,ATAC
TTN,12.418074514741054,0.0004441510747994281,RNA
chr6.96923714.96925439,12.411630330253915,0.0004456676481594809,ATAC
chr1.156122742.156127831,12.382115312111717,0.0004526808840619,ATAC
chr2.29113694.29116946,12.365470774563471,0.0004566849832934866,ATAC
chr5.59038301.59040617,12.364100774755665,0.00045701614838130234,ATAC
chr21.42232459.42235488,12.327037982285088,0.0004660679239591159,ATAC
PELI2,12.313540999377397,0.00046940910565765483,RNA
PILRA,12.310547415816442,0.0004701534432675349,RNA
TGFBR3,12.309440783073326,0.00047042890323267133,RNA
LRRC25,12.271976646194297,0.0004798512748767862,RNA
CLVS1,12.236487332834526,0.0004889529359678088,RNA
chr20.63863395.63866176,12.230185192083235,0.0004905873539391191,ATAC
chr1.30743355.30752763,12.196966729944515,0.0004992940863457247,ATAC
chr12.49108790.49111445,12.188188623512538,0.000501620863347345,ATAC
MAFB,12.178125284926562,0.000504301805118849,RNA
chr1.12177222.12181439,12.159584407263027,0.0005092792194954282,ATAC
chr15.92807828.92810949,12.142408410106487,0.0005139345433598343,ATAC
BRIP1,12.038652086336905,0.0005429860627577703,RNA
chr10.69087306.69094225,12.036967703124121,0.0005434711414134706,ATAC
SNED1,12.000349988275492,0.0005541255472598475,RNA
TBC1D8,11.980913627987743,0.0005598663894685649,RNA
PLA2G4A,11.972916176965192,0.0005622460000193934,RNA
PTCHD1.AS,11.956047870393775,0.0005672986987366374,RNA
DEPTOR,11.892185414124432,0.0005868476399883976,RNA
chr12.57234395.57244267,11.86472045134739,0.0005954631845482497,ATAC
SYNE2,11.843879565351049,0.0006020861033333173,RNA
chr12.10211980.10214284,11.82816758746183,0.0006071283597457549,ATAC
chr22.38200761.38205443,11.778031678319499,0.0006235053408564888,ATAC
GZMA,11.770263886459901,0.0006260823953358039,RNA
ROR1,11.719886723264976,0.0006430592233128079,RNA
A2M,11.70938827358685,0.0006466553835584721,RNA
chr4.336121.338957,11.67708347815227,0.0006578492916155756,ATAC
GNLY,11.65240285823101,0.0006665333157898602,RNA
AC084871.1,11.61710232108838,0.0006791560514647213,RNA
SERPINF1,11.610139125460353,0.0006816743685310033,RNA
ACER3,11.572049878540112,0.0006956179466538289,RNA
chr1.154324312.154330036,11.570067802756,0.0006963513889209267,ATAC
chr3.171457590.171461539,11.561242056325485,0.0006996267585449613,ATAC
AC092674.1,11.552599399456442,0.000702849290769844,RNA
ANKRD22,11.54218197897889,0.0007067535411266089,RNA
ZFHX3,11.517457041027901,0.0007161080800725283,RNA
P3H2,11.46861005325386,0.0007349590848574028,RNA
chr1.43366406.43368956,11.457285839787225,0.0007394005702904876,ATAC
DLG2,11.40365342492576,0.0007608077331103772,RNA
RPS27,11.396980530340239,0.0007635147167674494,RNA
chr5.131164274.131165782,11.370539516762234,0.0007743372132273063,ATAC
AC139720.1,11.330998705092316,0.0007908120565363084,RNA
XACT,11.279616607490766,0.0008127520876834492,RNA
chr1.150610834.150614236,11.27563349591008,0.0008144783912049403,ATAC
RPS23,11.261746961606047,0.000820525981440062,RNA
LDLR,11.251316425788863,0.0008250983672362808,RNA
chr14.75276657.75286774,11.230856404572485,0.0008341424087275399,ATAC
chr11.65132157.65135877,11.183765902896699,0.0008553413402933946,ATAC
chr11.75349567.75353114,11.151956899714126,0.0008699688817069206,ATAC
chr3.122382805.122384790,11.077943541225725,0.0009049926235497825,ATAC
chr14.99268117.99275194,11.075418732630894,0.00090621225541519,ATAC
CLEC4E,11.01264801420597,0.0009370753413334554,RNA
XBP1,10.990897378801359,0.0009480162969689964,RNA
chr20.4809646.4816047,10.989562408977125,0.0009486920099138489,ATAC
chr6.157379685.157382582,10.97826500654191,0.0009544299114275437,ATAC
chr1.112713661.112716720,10.958210174820072,0.0009647024089781522,ATAC
chr4.148441843.148446242,10.944614434770623,0.0009717300596345474,ATAC
PZP,10.92313326393209,0.0009829395612462686,RNA
chr13.51451103.51454346,10.868964988687342,0.0010117913890262942,ATAC
CACNA2D3,10.868436699394165,0.0010120769582802039,RNA
TRBC2,10.866022469385438,0.0010133830212461707,RNA
chr1.44673550.44675158,10.836934125616622,0.0010292542823429572,ATAC
TUBB6,10.833940312766378,0.001030902003300345,RNA
CD8A,10.802217278091105,0.001048526653083132,RNA
CX3CR1,10.781657111654832,0.0010601122105102804,RNA
TMSB4X,10.744601878836786,0.0010813212642557977,RNA
chr5.139646878.139654063,10.69902942950813,0.001107995931943735,ATAC
chr8.38380222.38383849,10.68589646555922,0.001115806056187621,ATAC
IGLV10.54,10.671681757194843,0.001124322384073723,RNA
CCDC88A,10.665547780698873,0.0011280176961365187,RNA
chr19.18414418.18423123,10.626419168621862,0.0011518815570203801,ATAC
DGKG,10.612579345189273,0.0011604441914968703,RNA
TMEM144,10.564219775566933,0.0011908738967651934,RNA
chr4.128060477.128062653,10.53433385201304,0.0012100824264816667,ATAC
SLC12A3,10.52462522361783,0.0012163897893726918,RNA
chr19.2081621.2088399,10.523937343101577,0.0012168379440874013,ATAC
chr19.50356968.50359630,10.508840406029003,0.0012267158719280428,ATAC
chr2.61469963.61472368,10.506015157739112,0.0012285734427123,ATAC
IL15,10.479394654976966,0.0012462167784873489,RNA
TENT5C,10.46057008129721,0.001258848046343638,RNA
chr12.26831907.26834330,10.459292903790002,0.0012597097185248463,ATAC
PRLR,10.391132071961056,0.0013065740696223938,RNA
CNTLN,10.3781695610167,0.001315684651311343,RNA
PLEKHD1,10.368739323622812,0.0013223530634934775,RNA
chr1.161398861.161400655,10.353853749472874,0.0013329489356691852,ATAC
chrX.15853894.15856521,10.314482527987424,0.0013613911683925555,ATAC
chr16.88633274.88643113,10.276524335694633,0.0013893953803641875,ATAC
chr4.1719699.1724103,10.249627962624695,0.0014095916161333234,ATAC
MAP3K20,10.23394544504957,0.0014215046404416104,RNA
chr1.25429746.25431889,10.225193793725389,0.0014281970655181013,ATAC
LINC01226,10.219373980883937,0.0014326651857253091,RNA
SPATS2,10.201409295949482,0.001446547086483697,RNA
LINC00877,10.179751505541216,0.0014634643208469974,RNA
EVA1C,10.119992329470334,0.001511191594291861,RNA
chr5.177452082.177459121,10.10692148883626,0.0015218395050070183,ATAC
chr19.1247684.1256113,10.100371683151163,0.001527203775808406,ATAC
chr14.70808058.70810361,10.091427097067012,0.0015345603673662441,ATAC
chr9.129485629.129491921,10.080042261164268,0.0015439760073641094,ATAC
ZBTB16,10.068487660752046,0.0015535919898517418,RNA
chr1.203323670.203328438,10.063588804289695,0.0015576872439063065,ATAC
ZNF521,10.050645492479662,0.0015685601323365815,RNA
TMEM241,10.047418446579202,0.0015712829503111308,RNA
SCGB2B2,10.0468781534597,0.0015717392907740413,RNA
chr7.37447190.37449865,10.045588212954229,0.0015728293396455473,ATAC
chr14.22870850.22872975,10.044273967278366,0.0015739407162332797,ATAC
chr5.56814278.56817440,10.038664639162885,0.0015786931451369978,ATAC
IGHV3.21,10.023727074515918,0.0015914199414720058,RNA
LINC02360,10.02372707451591,0.0015914199414720058,RNA
FREM3,10.023727074515905,0.0015914199414720058,RNA
AC110760.1,10.023727074515905,0.0015914199414720058,RNA
IGLV1.47,10.023727074515893,0.0015914199414720058,RNA
IGHEP1,10.02372707451589,0.0015914199414720058,RNA
CACNG1,10.023727074515886,0.0015914199414720058,RNA
IGHG4,10.023727074515886,0.0015914199414720058,RNA
IGHV4.59,10.023727074515872,0.0015914199414720058,RNA
PRSS48,10.023727074515865,0.0015914199414720058,RNA
KRT5,10.023727074515865,0.0015914199414720058,RNA
IGF1,10.023727074515861,0.0015914199414720058,RNA
IGKV1.5,10.02372707451586,0.0015914199414720058,RNA
IGLC6,10.02372707451586,0.0015914199414720058,RNA
IGKV3.20,10.02372707451586,0.0015914199414720058,RNA
IGHV3.7,10.023727074515854,0.0015914199414720058,RNA
BCAS1,10.023727074515849,0.0015914199414720058,RNA
IGHV3.15,10.023727074515843,0.0015914199414720058,RNA
LINC02228,10.023727074515822,0.0015914199414720058,RNA
IGKV4.1,10.02372707451582,0.0015914199414720058,RNA
AL450267.2,10.023727074515811,0.0015914199414720058,RNA
SLC52A3,10.023727074515804,0.0015914199414720058,RNA
AL591115.1,10.023727074515802,0.0015914199414720058,RNA
AL133346.1,10.023727074515802,0.0015914199414720058,RNA
OSTN,10.0237270745158,0.0015914199414720058,RNA
PFN1,9.993026226421174,0.001617904923023168,RNA
chr15.101250522.101252791,9.97209799207476,0.001636215258319502,ATAC
MYBL1,9.961932394896676,0.0016451849936208445,RNA
chr5.137751862.137755532,9.94232476055857,0.001662627238334171,ATAC
chr17.58323411.58340392,9.941025681369696,0.0016637894601041316,ATAC
CLNK,9.937950558648355,0.001666543907177098,RNA
chr17.76264418.76274928,9.87549676308011,0.001723497610026723,ATAC
MS4A7,9.861977176901265,0.001736084472815175,RNA
chr10.68074083.68075874,9.859330467044552,0.0017385594856129218,ATAC
ADAMTS6,9.8574323080669,0.0017403367126615043,RNA
ADGRG5,9.843981997099716,0.001752983050431366,RNA
GASK1B,9.838136857159595,0.0017585078462028926,RNA
RAB11FIP1,9.814125453327396,0.001781389383312796,RNA
RILPL2,9.804164426496087,0.0017909701794772575,RNA
chr1.113811276.113813173,9.803899894897432,0.0017912253252621868,ATAC
chr15.50352520.50355888,9.785224416952051,0.0018093317651822303,ATAC
MSRB3,9.765593778629487,0.001828564648195827,RNA
AK5,9.76443003384337,0.00182971130929784,RNA
CRISPLD2,9.754052921019992,0.001839968422120243,RNA
chr6.96521211.96522850,9.75133868511486,0.0018426608901481727,ATAC
EPB41L2,9.73214600418975,0.0018618141556800884,RNA
chr7.44976796.44981594,9.697763253410612,0.0018966332575721793,ATAC
DNAH8,9.689822471784227,0.0019047683730703164,RNA
chr11.2927710.2934072,9.689621513044083,0.001904974708929417,ATAC
chr21.42218422.42220872,9.684322524242413,0.001910423682354604,ATAC
PHACTR1,9.673813680889708,0.00192127683925236,RNA
TWSG1,9.663161501588997,0.0019323419363457238,RNA
IFITM3,9.660963321930744,0.0019346333690595694,RNA
JDP2,9.636265260854119,0.0019605696758056637,RNA
DOCK4,9.618535329084969,0.0019794060100111937,RNA
chr18.9613502.9615447,9.588293900462936,0.00201195977744656,ATAC
chr15.65285925.65287969,9.583461017530212,0.0020172123661677003,ATAC
SCAMP5,9.57852588449658,0.0020225904593184144,RNA
C8orf37.AS1,9.543921701359597,0.00206071197026043,RNA
TFEC,9.54252599295417,0.002062264767563339,RNA
chr1.32334426.32338467,9.541098958975061,0.002063853645101919,ATAC
chr19.42422480.42424633,9.519327693205861,0.0020882488390603434,ATAC
ISG15,9.514961880624607,0.0020931759838021804,RNA
chr7.48086824.48090045,9.514900560563637,0.0020932452721000674,ATAC
TEX9,9.498429686603647,0.0021119410801422717,RNA
NFIA,9.495400007271876,0.002115398445748053,RNA
chr5.180291163.180294753,9.494627084595649,0.002116281398695311,ATAC
EPHB1,9.478115172013267,0.0021352335827703036,RNA
NHSL1,9.448328798921603,0.00216985929042759,RNA
chr11.64741658.64747384,9.435266478722403,0.002185223258613989,ATAC
RAB20,9.41552056753281,0.002208658630808741,RNA
chr17.31486674.31492273,9.415441089442012,0.0022087534733643967,ATAC
ANPEP,9.410540421827546,0.002214609525172813,RNA
IFI30,9.366975197899386,0.002267366363443619,RNA
chr14.24428842.24432506,9.352573493845378,0.002285086084710016,ATAC
chr2.74833473.74836818,9.347872392792343,0.0022909006922626125,ATAC
PPP2R2B,9.329849280393482,0.0023133324591474423,RNA
chr1.24963242.24967123,9.304570941109297,0.002345170853923788,ATAC
chr1.50959335.50960924,9.282165436898644,0.002373763094308248,ATAC
chr6.90294506.90298245,9.281434649158788,0.0023747016154319085,ATAC
chr3.126981819.126985253,9.275342590404616,0.0023825400927193767,ATAC
chr9.99221210.99222855,9.23123483224352,0.0024400824812459104,ATAC
NT5DC2,9.228114934885363,0.0024442057691661918,RNA
AL034397.3,9.165374554153377,0.0025286445520020314,RNA
chr17.7883678.7889578,9.155633632810671,0.0025420178168582158,ATAC
chr9.127979240.127982131,9.13656619927049,0.002568403953023551,ATAC
LINC01684,9.114274796510182,0.0025996049189751886,RNA
chr7.140061904.140063559,9.111545609599357,0.0026034513160211174,ATAC
ARHGEF11,9.107511485237119,0.0026091474377333557,RNA
GPAT3,9.085121406582532,0.0026409930616196203,RNA
chr20.41316722.41318365,9.0629523850895,0.002672913795688059,ATAC
ICOS,9.057894060861942,0.002680251991642416,RNA
TAF4B,9.055486203359585,0.0026837523060144765,RNA
chr7.148697384.148700886,9.046127545350169,0.0026974012451675337,ATAC
chr3.187737225.187746231,9.038833445208077,0.002708088115762663,ATAC
chr14.34872849.34875686,9.00876454360697,0.0027525999074624135,ATAC
chr22.35299045.35302063,8.975781321276699,0.0028022824554518704,ATAC
SLCO5A1,8.95671318141306,0.0028314199217078203,RNA
TMX4,8.933803569249825,0.0028668354135623028,RNA
chr16.2751555.2754522,8.920252710237792,0.0028879952058861336,ATAC
chr4.1200231.1204285,8.915533709711076,0.0028954012157321346,ATAC
chr16.30525059.30528208,8.901820886717244,0.002917032003096786,ATAC
AC023590.1,8.900977293733494,0.0029183680542262743,RNA
chr11.62540617.62547622,8.896014489204411,0.0029262405750165575,ATAC
chr8.95133036.95134971,8.866690806141639,0.0029731999757828505,ATAC
chr3.53160389.53163843,8.849789560191805,0.0030006135443331554,ATAC
DGKH,8.847148691139283,0.0030049201715794853,RNA
chr1.226405460.226408762,8.84165205035931,0.0030139040636153343,ATAC
KLRK1,8.832940716792445,0.0030281981813463045,RNA
chr1.156813469.156817504,8.81650751231177,0.0030553509652059972,ATAC
GPR183,8.807721278694812,0.0030699700949438605,RNA
chr15.68277041.68279105,8.807017599920881,0.0030711439980221447,ATAC
chr3.150407500.150411244,8.803603196811299,0.003076846522061772,ATAC
chr8.133568323.133573286,8.799843266592893,0.003083138593103309,ATAC
chr9.137549826.137552672,8.789613506203123,0.0031003239987074786,ATAC
ICAM1,8.78831917139868,0.0031025053437989153,RNA
CD8B,8.778812613094207,0.0031185747122227598,RNA
chr11.67433055.67444704,8.759782856221543,0.003150996581637046,ATAC
chr17.39400813.39402916,8.723029979053784,0.003214588826427495,ATAC
SYTL2,8.719710748110572,0.003220395920949805,RNA
ACTG1,8.709265401690411,0.003238740149686204,RNA
IRS2,8.704757634729555,0.0032466895657314887,RNA
chrX.48936664.48940345,8.702772270640086,0.0032501970400427914,ATAC
MPP6,8.69199862437179,0.0032692978496340085,RNA
TSHZ3,8.657946879450249,0.003330423708511546,RNA
chr7.148882968.148885416,8.652499117795216,0.003340310348133956,ATAC
chr2.134119388.134121829,8.62420530681355,0.0033921409429107925,ATAC
chr17.1107317.1112243,8.616322840111254,0.0034067259409166282,ATAC
chr6.44262593.44266766,8.616181917186115,0.003406987272108818,ATAC
chr11.72735641.72740414,8.576096616909318,0.0034821575971056297,ATAC
chr4.2785488.2788995,8.569164589885943,0.003495327250368799,ATAC
chr6.158812654.158820440,8.552425822091072,0.0035273375639066546,ATAC
chr1.28580393.28583245,8.543591916461025,0.0035443512589442435,ATAC
chr9.85740755.85743973,8.512759653299874,0.0036043905650218386,ATAC
chr2.207624157.207627584,8.497271553509378,0.003634940275149402,ATAC
MS4A4E,8.494385156299042,0.0036406626827400483,RNA
chr3.150602755.150604323,8.49069964586315,0.0036479827097122687,ATAC
AC008691.1,8.463172935270252,0.003703131634493891,RNA
ZFAT,8.460240252192321,0.0037090570255067673,RNA
chr19.18006690.18009553,8.457084490361533,0.003715443930706224,ATAC
chr6.33570384.33572324,8.44914427059074,0.0037315636511031243,ATAC
chr7.92133367.92135462,8.447707306393925,0.0037344884887160375,ATAC
RPS28,8.44024486865439,0.0037497153520132764,RNA
chr2.231463520.231465671,8.432789896336525,0.0037649901515680382,ATAC
chr6.13573804.13575615,8.402317611411707,0.00382808823580984,ATAC
chr1.150566637.150580600,8.381367547477744,0.003872093101915074,ATAC
chr20.4685975.4687648,8.373021115037918,0.003889767773848279,ATAC
chr14.54563969.54568395,8.361548667375825,0.003914196467476185,ATAC
chr19.18289096.18295330,8.35450352025503,0.003929275387180914,ATAC
chr15.52178682.52180992,8.350129765411305,0.003938666427177494,ATAC
CD68,8.335197864977697,0.003970899940769313,RNA
LAMP5,8.334943928945869,0.003971450431855958,RNA
PDGFC,8.331060832265141,0.0039798780355014,RNA
UGGT2,8.30170176136007,0.004044189739464704,RNA
chr11.65416071.65431889,8.293763555269358,0.004061759811858196,ATAC
CCDC83,8.291419266701906,0.004066963424429155,RNA
chr11.2376517.2389822,8.276812480277595,0.004099539528332331,ATAC
chr17.78123986.78134939,8.249963410262612,0.0041601140035371145,ATAC
chr1.25614558.25619670,8.237246389686693,0.00418912271501315,ATAC
chr11.7512370.7514730,8.237076689614305,0.004189511208025263,ATAC
ARNTL2,8.211706260745308,0.004248006780314933,RNA
chr9.6412343.6414622,8.209169312266448,0.0042539017357141225,ATAC
chr8.141127313.141130382,8.179112488660806,0.004324381183069605,ATAC
chr21.37365566.37368899,8.177377648955158,0.0043284853282412475,ATAC
chr14.91415209.91419551,8.176227183813387,0.004331209197098944,ATAC
chr2.38601644.38604173,8.148475148160367,0.004397447956270358,ATAC
chr12.45725682.45731225,8.147030718962064,0.004400923683429848,ATAC
chr8.127733848.127739178,8.143435860553947,0.004409586153448034,ATAC
chr15.75842451.75845415,8.130865325010538,0.0044400141281242585,ATAC
chr2.69436575.69438185,8.102182089551603,0.0045102485910286025,ATAC
LRRK2,8.09834657168247,0.00451972585655921,RNA
chr6.33312280.33315495,8.089748914825048,0.004541043871101105,ATAC
chr12.4268533.4275878,8.087836250581994,0.004545800280665115,ATAC
NR4A2,8.062962044174084,0.004608122278416891,RNA
chr10.72085708.72090053,8.05327851089334,0.004632619352196949,ATAC
